perinatal_dx_code,perinatal_dx_catagory,perinatal_dx_descrip,perinatal_icd_code
668.8,,"Other complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable",ICD9
642.94,,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",ICD9
669.04,,"Maternal distress complicating labor and delivery, postpartum condition or complication",ICD9
668.84,,"Other complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication",ICD9
652.7,,"Prolapsed arm of fetus, unspecified as to episode of care or not applicable",ICD9
645.13,,"Post term pregnancy, antepartum condition or complication",ICD9
641.1,,"Hemorrhage from placenta previa, unspecified as to episode of care or not applicable",ICD9
641.01,,"Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition",ICD9
649.2,,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",ICD9
649.51,,"Spotting complicating pregnancy, delivered, with or without mention of antepartum condition",ICD9
670.1,,"Puerperal endometritis, unspecified as to episode of care or not applicable",ICD9
674.94,,"Unspecified complications of puerperium, postpartum condition or complication",ICD9
648.63,,"Other cardiovascular diseases of mother, antepartum condition or complication",ICD9
671.82,,"Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication",ICD9
641.11,,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition",ICD9
661.21,,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition",ICD9
762.3,,Placental transfusion syndromes affecting fetus or newborn,ICD9
659.81,,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition",ICD9
642.72,,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication",ICD9
676.32,,"Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication",ICD9
676.8,,"Other disorders of lactation, unspecified as to episode of care or not applicable",ICD9
649.4,,"Epilepsy complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",ICD9
652.91,,"Unspecified malposition or malpresentation, delivered, with or without mention of antepartum condition",ICD9
652.71,,"Prolapsed arm of fetus, delivered, with or without mention of antepartum condition",ICD9
648.92,,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication",ICD9
641.91,,"Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition",ICD9
669.91,,"Unspecified complication of labor and delivery, delivered, with or without mention of antepartum condition",ICD9
653.81,,"Disproportion of other origin, delivered, with or without mention of antepartum condition",ICD9
658.13,,"Premature rupture of membranes, antepartum condition or complication",ICD9
660.31,,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition",ICD9
640.83,,"Other specified hemorrhage in early pregnancy, antepartum condition or complication",ICD9
663.11,,"Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",ICD9
676.33,,"Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication",ICD9
654.63,,"Other congenital or acquired abnormality of cervix, antepartum condition or complication",ICD9
647.13,,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",ICD9
647.11,,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",ICD9
674.1,,"Disruption of cesarean wound, unspecified as to episode of care or not applicable",ICD9
663.93,,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication",ICD9
646.7,,"Liver disorders in pregnancy, unspecified as to episode of care or not applicable",ICD9
633.01,,Abdominal pregnancy with intrauterine pregnancy,ICD9
646.2,,"Unspecified renal disease in pregnancy, without mention of hypertension, unspecified as to episode of care or not applicable",ICD9
654,,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable",ICD9
662.1,,"Unspecified prolonged labor, unspecified as to episode of care or not applicable",ICD9
661.9,,"Unspecified abnormality of labor, unspecified as to episode of care or not applicable",ICD9
662.11,,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition",ICD9
669.34,,"Acute kidney failure following labor and delivery, postpartum condition or complication",ICD9
642.64,,"Eclampsia, postpartum condition or complication",ICD9
664.41,,"Unspecified perineal laceration, delivered, with or without mention of antepartum condition",ICD9
647.23,,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",ICD9
670.24,,"Puerperal sepsis, postpartum condition or complication",ICD9
648.04,,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",ICD9
652.63,,"Multiple gestation with malpresentation of one fetus or more, antepartum condition or complication",ICD9
642.11,,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",ICD9
649.7,,"Cervical shortening, unspecified as to episode of care or not applicable",ICD9
666.14,,"Other immediate postpartum hemorrhage, postpartum condition or complication",ICD9
640.01,,"Threatened abortion, delivered, with or without mention of antepartum condition",ICD9
655.43,,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication",ICD9
664.21,,"Third-degree perineal laceration, delivered, with or without mention of antepartum condition",ICD9
671.31,,"Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition",ICD9
656.31,,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition",ICD9
655.91,,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition",ICD9
666.02,,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication",ICD9
656.41,,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition",ICD9
654.81,,"Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition",ICD9
654.73,,"Congenital or acquired abnormality of vagina, antepartum condition or complication",ICD9
649.71,,"Cervical shortening, delivered, with or without mention of antepartum condition",ICD9
656.43,,"Intrauterine death, affecting management of mother, antepartum condition or complication",ICD9
665.41,,"High vaginal laceration, delivered, with or without mention of antepartum condition",ICD9
643.83,,"Other vomiting complicating pregnancy, antepartum condition or complication",ICD9
643.01,,"Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition",ICD9
647.8,,"Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable",ICD9
648.02,,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",ICD9
646.5,,"Asymptomatic bacteriuria in pregnancy, unspecified as to episode of care or not applicable",ICD9
652.01,,"Unstable lie, delivered, with or without mention of antepartum condition",ICD9
667.12,,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication",ICD9
649.61,,"Uterine size date discrepancy, delivered, with or without mention of antepartum condition",ICD9
671.81,,"Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition",ICD9
655.8,,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable",ICD9
